1 314
0 2988
-1 246
-4 75
-3 51
-2 303
-6 51
2 212
8 70
4 115
12 14
10 9
16 4
6 21
9 18
7 9
-8 48
-5 9
-9 9
-18 2
-12 7
-10 15
-14 3
3 25
-7 6
24 4
5 18
15 2
14 7
-20 3
-16 5
-26 1
-11 1
-13 1
-22 2
-32 2
13 3
40 2
34 5
28 2
30 3
20 1
22 2
29 2
19 1
18 2
39 1
48 2
--- CONST  ---
16 450
520 1
128 1
408 1
968 1
20 36
1024 1
1080 1
856 1
800 1
744 1
24 437
36 1
72 1
30 1
26 1
352 1
1136 1
464 1
240 1
576 1
296 1
688 1
120 1
632 1
184 1
2032 1
1360 1
2536 1
2200 1
1192 1
