Function,Used Registers,Shared Memory,Constant Memory
_Z20reduce_1Block_kernelI6float2Li128ELi7E30cublasGemvTensorStridedBatchedIS0_ES2_S2_EvPKT_S3_T2_iS5_S3_T3_T4_19cublasPointerMode_t18cublasLtEpilogue_tS1_IKN8biasTypeINS8_10value_typeES3_E4typeEE,36,36,0,592,464

_Z10dot_kernelI6float2Li128ELi1E15cublasDotParamsI16cublasGemvTensorIKS0_E30cublasGemvTensorStridedBatchedIS0_EEEvT2_,20,20,0,816,408

_Z20reduce_1Block_kernelIfLi128ELi7E30cublasGemvTensorStridedBatchedIfE16cublasGemvTensorIfES3_EvPKT_S4_T2_iS6_S4_T3_T4_19cublasPointerMode_t18cublasLtEpilogue_tS0_IKN8biasTypeINS9_10value_typeES4_E4typeEE,28,28,0,576,448

_Z20reduce_1Block_kernelIfLi128ELi7E30cublasGemvTensorStridedBatchedIfES1_S1_EvPKT_S2_T2_iS4_S2_T3_T4_19cublasPointerMode_t18cublasLtEpilogue_tS0_IKN8biasTypeINS7_10value_typeES2_E4typeEE,28,28,0,592,464

_Z10dot_kernelIfLi128ELi0E15cublasDotParamsI16cublasGemvTensorIKfE30cublasGemvTensorStridedBatchedIfEEEvT2_,20,19,1,816,408

_Z10dot_kernelIfLi128ELi1E15cublasDotParamsI16cublasGemvTensorIK13__nv_bfloat16E30cublasGemvTensorStridedBatchedIfEEEvT2_,20,19,1,816,408

_Z10dot_kernelIfLi128ELi1E15cublasDotParamsI16cublasGemvTensorIK6__halfE30cublasGemvTensorStridedBatchedIfEEEvT2_,20,20,0,816,408

_Z20reduce_1Block_kernelIfLi128ELi7E30cublasGemvTensorStridedBatchedIfE16cublasGemvTensorI13__nv_bfloat16ES4_EvPKT_S5_T2_iS7_S5_T3_T4_19cublasPointerMode_t18cublasLtEpilogue_tS0_IKN8biasTypeINSA_10value_typeES5_E4typeEE,28,28,0,576,448

_Z20reduce_1Block_kernelIfLi128ELi7E30cublasGemvTensorStridedBatchedIfES0_I13__nv_bfloat16ES3_EvPKT_S4_T2_iS6_S4_T3_T4_19cublasPointerMode_t18cublasLtEpilogue_tS0_IKN8biasTypeINS9_10value_typeES4_E4typeEE,28,28,0,592,464

_Z10dot_kernelIfLi128ELi0E15cublasDotParamsI16cublasGemvTensorIK13__nv_bfloat16E30cublasGemvTensorStridedBatchedIfEEEvT2_,20,19,1,816,408

_Z20reduce_1Block_kernelIfLi128ELi7E30cublasGemvTensorStridedBatchedIfE16cublasGemvTensorI6__halfES4_EvPKT_S5_T2_iS7_S5_T3_T4_19cublasPointerMode_t18cublasLtEpilogue_tS0_IKN8biasTypeINSA_10value_typeES5_E4typeEE,28,28,0,576,448

_Z20reduce_1Block_kernelIfLi128ELi7E30cublasGemvTensorStridedBatchedIfES0_I6__halfES3_EvPKT_S4_T2_iS6_S4_T3_T4_19cublasPointerMode_t18cublasLtEpilogue_tS0_IKN8biasTypeINS9_10value_typeES4_E4typeEE,28,28,0,592,464

_Z10dot_kernelIfLi128ELi0E15cublasDotParamsI16cublasGemvTensorIK6__halfE30cublasGemvTensorStridedBatchedIfEEEvT2_,20,20,0,816,408

_Z20gemmk1_kernel_64addrIfLi256ELi5ELb1ELb1ELb1ELb1E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,24,23,1,1456,488

_Z20gemmk1_kernel_64addrIfLi256ELi5ELb1ELb1ELb1ELb0E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,24,23,1,1456,488

_Z20gemmk1_kernel_64addrIfLi256ELi5ELb1ELb1ELb0ELb0E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,24,23,1,1456,488

_Z20gemmk1_kernel_64addrIfLi256ELi5ELb1ELb0ELb1ELb1E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,24,23,1,1456,488

_Z20gemmk1_kernel_64addrIfLi256ELi5ELb1ELb0ELb1ELb0E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,24,23,1,1456,488

_Z20gemmk1_kernel_64addrIfLi256ELi5ELb1ELb0ELb0ELb0E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,24,23,1,1456,488

_Z20gemmk1_kernel_64addrIfLi256ELi5ELb0ELb0ELb1ELb1E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,24,23,1,1456,488

_Z20gemmk1_kernel_64addrIfLi256ELi5ELb0ELb0ELb1ELb0E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,24,23,1,1456,488

_Z20gemmk1_kernel_64addrIfLi256ELi5ELb0ELb0ELb0ELb0E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,24,23,1,1456,488

